name,split,category,sub-category,Oneshot-Multi,freesound-id,url,username,original-tags,description
00542.wav,train,Clothing,ClothRubbing,Multi-shot,435829,https://freesound.org/people/Sonicquinn/sounds/435829/,Sonicquinn,"cloth, fabric, rub, rubbing, sofa, stinger, woosh",Creating wooshes from rubbing a sofa with a small metal device. Normalised.
00543.wav,train,Human,Kiss,One-shot,352337,https://freesound.org/people/noahpardo/sounds/352337/,noahpardo,"foley, kiss, kissing, peck, smooch",NPX Male Kiss 3
00544.wav,train,Footstep,Walk,Multi-shot,411206,https://freesound.org/people/straget/sounds/411206/,straget,"feet, foot, footstep, forest, grass, gravel, step, walk",Recording while we're walking on a forest road with both gravel and grass.
00545.wav,train,Footstep,Walk,Multi-shot,249922,https://freesound.org/people/launemax/sounds/249922/,launemax,"fast, footstep, gravel, run, step, stones, walk",footsteps on a stony gravel surface. walking fast
00546.wav,train,Footstep,Walk,Multi-shot,274833,https://freesound.org/people/rempen/sounds/274833/,rempen,"birds, footstep, forest, nature, park, spring, step, walk","Dry day, footsteps over dry leaves in the local park/forest. Tascan DR-05."
00547.wav,train,Footstep,Walk,Multi-shot,807862,https://freesound.org/s/807862/,designerschoice,"foley, footsteps, grass, phone-recording",Footsteps on grass.
00548.wav,train,Human,Snore,One-shot,498886,https://freesound.org/people/Panska16FAndelova_Natalia/sounds/498886/,Panska16FAndelova_Natalia,,Panska Cz Czech
00549.wav,train,Click,SwitchToggle,Multi-shot,770410,https://freesound.org/people/SoundsofTheMachine/sounds/770410/,SoundsofTheMachine,"button, click, cyberpunk, metallic, remote, scifi, switch",A medley of plastic button and switch sounds for you to crop out for use for sound effects. Button size and the rate of pressing varies. All come from small handheld devices and remotes manufactured between 2005 and 2016. Useful as閳 1. Foley sounds to represent small real-life electronics. 2. Button sounds for a Cyberpunk or Y2K retrofuturistic setting. 3. Video game interface sounds for a GUI you want to feel electromechanical.
00550.wav,train,Metal,Lock,Multi-shot,128178,https://freesound.org/people/DiArchangeli/sounds/128178/,DiArchangeli,"bored, door, im, key, lock, sound, tumblers, unlock, very",the sound of when a house front door is locked
00551.wav,train,Click,MouseButtonClick,One-shot,256456,https://freesound.org/people/deleted_user_4772965/sounds/256456/,deleted_user_4772965,"button, click, computer, mouse","<img src=""https://i.imgur.com/vdbVcjs.jpg"" /> Simple click using my Logitech MX 620 Recorded using Zoom H1 You are free to use it anywhere and mix it with anything. No credits required. If used, feel free to leave a link to your product in comments :)"
00552.wav,train,Footstep,Walk,Multi-shot,369640,https://freesound.org/people/SpliceSound/sounds/369640/,SpliceSound,"barefoot, footstep, hardwood, running, walk, wood","Walking barefoot on a wood floor, medium pace"
00553.wav,train,Click,MouseButtonClick,Multi-shot,256453,https://freesound.org/people/deleted_user_4772965/sounds/256453/,deleted_user_4772965,"button, click, computer, double, mouse","<img src=""https://i.imgur.com/vdbVcjs.jpg"" /> Simple double click using my Logitech MX 620 Recorded using Zoom H1 You are free to use it anywhere and mix it with anything. No credits required. If used, feel free to leave a link to your product in comments :)"
00554.wav,train,Liquid,Pour,Multi-shot,163732,https://freesound.org/people/mrbriandesign/sounds/163732/,mrbriandesign,"bloop, drip, liquid, science, soundeffects, trickle, water",Pouring Water from one graduated cylinder into another. Recorded with an iPhone 4S and used (Noise Removal) Effect in Audacity.
00555.wav,train,Metal,Lock,Multi-shot,452551,https://freesound.org/people/kyles/sounds/452551/,kyles,"auto, close, from, insert, inside, key, lock, open, recorded, trunk, unlock",auto trunk insert key lock unlock open close recorded from inside.wav
00556.wav,train,Footstep,Walk,Multi-shot,201031,https://freesound.org/people/Dr.%20Macak/sounds/201031/,Dr. Macak,"footstep, ground, sidewalk, solid, stairs, walk",Footsteps on sidewalk or stairway
00557.wav,train,Footstep,Walk,Multi-shot,389454,https://freesound.org/people/lzmraul/sounds/389454/,lzmraul,"dirt, foley, footstep",Footsteps_On_Dirt
00558.wav,train,Clothing,ClothRubbing,One-shot,494788,https://freesound.org/people/brandondelehoy/sounds/494788/,brandondelehoy,"air, cape, cloth, coat, feathers, flap, fly, jacket, jump, rustle, whip, whoosh, wind, woosh",One of many recordings of me waving my jacket around in a soundproofed room. Gear used: - Zoom H4N Pro - Image-Line Edison
00559.wav,train,Human,Burp,One-shot,770348,https://freesound.org/s/770348/,Elona_11,"belch, burp, disgusting, gross, loud","i was too full, so the spearmint made my stomach upset, so I had to burp"
00560.wav,train,Footstep,SingleStep,One-shot,504269,https://freesound.org/people/Joao_Janz/sounds/504269/,Joao_Janz,"barefoot, boots, dirt, fast, feet, floor, foley, foot, footstep, forest, gravel, ground, hard, nature, outdoor, park, real, running, shoe, slide, slow, sneakers, soft, sound, stepping, walk",Recorded and processed at 24bit 48kHz using the Tascam DR-40 Linear PCM Recorder.  Processing: Gain-staging and soft high and low frequency filtering. No EQ boost or cuts anywhere else. Also De-noised.
00561.wav,train,Liquid,LiquidShaking,Multi-shot,386425,https://freesound.org/people/giddster/sounds/386425/,giddster,"bottle, foley, glass, slosh, sloshing, water",Water sloshing inside a glass bottle. Recorded with a Zoom H1.
00562.wav,train,Footstep,SingleStep,One-shot,504275,https://freesound.org/people/Joao_Janz/sounds/504275/,Joao_Janz,"barefoot, boots, dirt, fast, feet, floor, foley, foot, footstep, forest, gravel, ground, hard, nature, outdoor, park, real, running, shoe, slide, slow, sneakers, soft, sound, stepping, walk",Recorded and processed at 24bit 48kHz using the Tascam DR-40 Linear PCM Recorder.  Processing: Gain-staging and soft high and low frequency filtering. No EQ boost or cuts anywhere else. Also De-noised.
00563.wav,train,Human,Snore,One-shot,650996,https://freesound.org/people/JeanPhiPoli/sounds/650996/,JeanPhiPoli,"animal, dog, frenchbulldog, pet, snoring",French bulldog snoring
00564.wav,train,Human,Burp,One-shot,170487,https://freesound.org/people/mmaruska/sounds/170487/,mmaruska,"belch, burp, gas, rude",Belch! hahahah
00565.wav,train,Metal,Lock,Multi-shot,389435,https://freesound.org/people/RossBell/sounds/389435/,RossBell,"bolt, creak, creaking, door, lock, metal, squeak, squeaky",Squeaky metal door bolt lock.
00566.wav,train,Break/Drop,GlassBreak,Multi-shot,677716,https://freesound.org/people/AugustSandberg/sounds/677716/,AugustSandberg,"break, breaking, crack, crash, crush, cymbals, glass, glass-break, ice, icicle, light-bulb, ping, shatter, smash","Came upon a rock wall full of icicles in the forest, and recorded myself breaking them. One of my favorite sounds, so many rich tones and dramatic cymbals. Recorded in stereo 24 bit 96 kHz with the internal mics on a Sony M10 with windjammer. Please use this sound for whatever you want, completely free, no restrictions. Although I really appreciate a comment if you use my sound for something interesting. Always fun to hear where my recordings end up :)"
00567.wav,train,Break/Drop,MetalDrop,One-shot,389420,https://freesound.org/people/RossBell/sounds/389420/,RossBell,"clank, drop, hit, impact, metal, tea, tin, tinny",Metal tea tin being dropped onto carpet and making metal impact noise.
00568.wav,train,Material-Interaction,WindowCleaning,Multi-shot,498421,https://freesound.org/people/16H_Panska_Vancura_Daniel/sounds/498421/,16H_Panska_Vancura_Daniel,"cloth, spray, window",Cleaning a window with a piece of cloth and spray.
00569.wav,train,Break/Drop,IceBreak,Multi-shot,263912,https://freesound.org/people/JarredGibb/sounds/263912/,JarredGibb,"break, cold, crack, foot, footstep, freeze, frost, frozen, gibb, ice, jarred, snow, sound, step, walk, winter",Ice 3 - Slow Derived From a Wildtrack whilst recording some ambiences - Jarred Gibb
00570.wav,train,Footstep,Walk,Multi-shot,705746,https://freesound.org/people/felix.blume/sounds/705746/,felix.blume,"california, footstep, gravel, house, hum, pathway, road, sand, sneakers, step, todossantos, walk",Close recording of footsteps wearing sneakers walking on sand gravel pathway near a house in Todos Santos with road hum Sound recorded by a MS setup Schoeps CCM41+CCM8 Sound Devices 744T recorder Sound reference: KT_111117T007 Recorded in November 2011
00571.wav,train,Footstep,Walk,Multi-shot,677720,https://freesound.org/people/AugustSandberg/sounds/677720/,AugustSandberg,"crack, crunch, feet, foley, foot, footstep, freeze, frost, gravel, ice, snow, step, trail, walk","Walking in crunchy, icy snow along the side of a tarmack road. Recorded in stereo 24 bit 96 kHz with the internal mics on a Sony M10 with windjammer. Please use this sound for whatever you want, completely free, no restrictions. Although I really appreciate a comment if you use my sound for something interesting. Always fun to hear where my recordings end up :)"
00572.wav,train,Metal,MetalClank,Multi-shot,805725,https://freesound.org/people/CVLTIV8R/sounds/805725/,CVLTIV8R,"ambience, atmosphere, bang, bash, clang, clank, dump, dumping, dumpster, environment, foley, garbage, junk, junkyard, machine, metal, metallic, perc, robot, robotic, rubbish, scrape, smash, trash, tube, waste","Recording from the local Junkyard in Arcata, CA. Metallic bangs and clanks with machines running and some employees yelling in the distance. Garbage, Trash, dumping, and purposefully using various bits of metal to bop and clang eachother. Tubes, grates, bins, tanks etc.Recorded with my Tascam DR-05 Field Recorder and processed lightly with Reaper"
00573.wav,train,Metal,Latch,Multi-shot,452601,https://freesound.org/people/kyles/sounds/452601/,kyles,"door, grab, latch, metal, release, single, unlock, wood",door wood metal latch grab unlock single and release.wav
00574.wav,train,Liquid,Pour,Multi-shot,120527,https://freesound.org/people/PlayPauseAndRewind/sounds/120527/,PlayPauseAndRewind,"drink, fill, glass, liquid, pour, water",Water is being poured fast into a glass.
00575.wav,train,Footstep,Walk,Multi-shot,705516,https://freesound.org/people/felix.blume/sounds/705516/,felix.blume,"descending, dirt, far, fast, footstep, gravel, passing, path, plane, step, walk","Footsteps with sneakers on dirt path gravel, walking fast descending near 29 Palms monument, with plane passing far at the beginning Sound recorded by a MS setup Schoeps Microphone CCM41&amp;CCM8; Sound Devices 788T Recorder MS is encoded in STEREO Left-Right Sound reference: KT_120915T016 Recorded in September 2012 in California, USA"
00576.wav,train,Clothing,ClothMovement,One-shot,778517,https://freesound.org/people/BlondPanda/sounds/778517/,BlondPanda,"cloth, foley, footstep, jacket, jeans, pants, wooshing","Foley of clothing, such as denim jeans, moving around during footsteps."
00577.wav,train,Footstep,SingleStep,One-shot,504216,https://freesound.org/people/Joao_Janz/sounds/504216/,Joao_Janz,"barefoot, boots, dirt, fast, feet, floor, foley, foot, footstep, forest, gravel, ground, hard, nature, outdoor, park, real, running, shoe, slide, slow, sneakers, soft, sound, stepping, walk",Recorded and processed at 24bit 48kHz using the Tascam DR-40 Linear PCM Recorder. Processing: Gain-staging and soft high and low frequency filtering. No EQ boost or cuts anywhere else. Also De-noised.
00578.wav,train,Footstep,Walk,Multi-shot,250030,https://freesound.org/people/launemax/sounds/250030/,launemax,"creak, floor, footstep, horror, step, thief, wood, wooden","walking slowly and with normal speed on a wooden floor, that creaks a lot. in 2 versions: with and without shoes."
00579.wav,train,Human,Snore,One-shot,108517,https://freesound.org/s/108517/,bsmacbride,"big, sleep, sleeping, snore, snoring",Cartoon snoring that is really drawn out.
00580.wav,train,Footstep,Walk,Multi-shot,167686,https://freesound.org/people/cris/sounds/167686/,cris,"concrete, corridor, door-open, door-shut, foot-steps, paces, step, walk","some foot steps in a concrete corridor. i tried to reduce the noise a bit, but i couldn't manage to remove it completely without losing too much of the quality. feel free to use it for whatever you want. no credits needed! recording equipment: zoom h4n"
00581.wav,train,Metal,Lock,One-shot,542033,https://freesound.org/people/Rob_Marion/sounds/542033/,Rob_Marion,"environment, interact, lock",Sound FX for interacting with a lock.
00582.wav,train,Metal,Sword,Multi-shot,182112,https://freesound.org/people/PixelsphereStudios/sounds/182112/,PixelsphereStudios,"captain, clanging, fight, hits, metal, shield, sword",This is a sound I made using a hammer and crowbar I recorded it on a dm-20SL2 mic.
00583.wav,train,Click,SwitchToggle,Multi-shot,574630,https://freesound.org/people/yake01/sounds/574630/,yake01,"button, laser, off, on, pointer, switch",Feel free to use it as you want. Free for commercial use.
00584.wav,train,Footstep,Walk,Multi-shot,591533,https://freesound.org/people/TILIADESIGN/sounds/591533/,TILIADESIGN,"aussen, concrete, crispy, crunchy, dirt, draussen, dreckiger, exterior, fast, foot, footstep, gehen, laufen, path, run, running, schnell, schritte, slow, steiniger, step, stone, walk, way, weg","I had a walk outside during the day, I tried to denoise the mainstreet that is a couple of hundred meters away as goog as possible. Recorded with Behringer B-2 Pro. Comments and ratings welcome :)"
00585.wav,train,Metal,CoinJingle,Multi-shot,407144,https://freesound.org/s/407144/,contadordehistoriascast,"cash, coin, medium, spinning","Medium coin spinning on table, , (Recorded at studio with AT4033a), , , Sound available by Danilo Battistini from Contador de Histórias Podcast & FateCrafters Studio"
00586.wav,train,Material-Interaction,TapePeel,One-shot,590316,https://freesound.org/people/MrFossy/sounds/590316/,MrFossy,"adhesive, fabric, glue, glued, pull, pulling, ripping, satin, sheet, silk, silky, soft, stick, sticker, sticky, stuck, swish, swishing, swishy, tear, tearing","One of a series of foley recordings I made by sticking a piece of contact (sticky plastic of the kind you use to cover books) to a wall and tearing various household objects off it. The idea was to make a fairly comprehensive collection of rips and tears with varying timbral qualities that I could use to design UI sounds effects. Recorded with a Rode NT1 into a Universal Audio Arrow. This sound comes from a sheet of soft, silky fabric."
00587.wav,train,Footstep,SingleStep,One-shot,620334,https://freesound.org/people/marb7e/sounds/620334/,marb7e,"foot, footstep, leather, step, walk, wood",A small collection of footsteps:  This time it is leather boots walking on a wooden floor.  Enjoy and look out for the other footsteps packs :)
00588.wav,train,Footstep,Walk,Multi-shot,209057,https://freesound.org/people/Yuval/sounds/209057/,Yuval,"feet, floor, footstep, hardwood, parquet, sandals, step, surface, walk, wood",walking on a wooden floor wearing sandals (male). Recording Tools MC-900-> ULN-2. <a href="http://www.reuven.nl/?page_id=106" rel="nofollow">http://www.reuven.nl/?page_id=106</a>
00589.wav,train,Break/Drop,IceBreak,Multi-shot,380267,https://freesound.org/people/Glitchedtones/sounds/380267/,Glitchedtones,"freezer, household, ice, kitchen, knife, scrape, stab",Stabbing at freezer ice with a knife
00590.wav,train,Open/Close-Mechanism,DoorOpenClose,Multi-shot,242815,https://freesound.org/s/242815/,noellewis700,"auto, automobile, car, drive, driving, engine, motor, road, start, vehicle",car door opening and closing
00591.wav,train,Liquid,Pour,Multi-shot,740116,https://freesound.org/people/FOSSarts/sounds/740116/,FOSSarts,"beverage, drink, kettle, liquid, pouring, water",Pouring hot water from an electric kettle into a large ceramic cup. Recorded with Zoom H1 essential (2024 model)
00592.wav,train,Open/Close-Mechanism,DoorOpenClose,Multi-shot,460582,https://freesound.org/people/yoav123/sounds/460582/,yoav123,"creaky, door, door-close, door-open, open",door opens then closes recorded with oneplus3t android smart phone.
00593.wav,train,Footstep,Walk,Multi-shot,260119,https://freesound.org/people/SpliceSound/sounds/260119/,SpliceSound,"footstep, linoleum, male, medium, slippers, tile, walk","Slippers on tile, medium pace"
00594.wav,train,Click,KeyboardTyping,Multi-shot,448466,https://freesound.org/people/eddies2000/sounds/448466/,eddies2000,"computer, keyboard, mac, typing",keyboard typing
00595.wav,train,Human,PunchHit,One-shot,393904,https://freesound.org/people/Rodzuz/sounds/393904/,Rodzuz,"hit, impacts, punch, punching",recorded with an H4n in adobe audition by literally punching myself on the chest
00596.wav,train,Break/Drop,PaperTear,Multi-shot,158526,https://freesound.org/people/sphion/sounds/158526/,sphion,"paper, tear, tearing",Tearing paper in different durations
00597.wav,train,Clothing,ClothMovement,One-shot,493377,https://freesound.org/people/Joao_Janz/sounds/493377/,Joao_Janz,"acessories, belt, blanket, body, buckle, cloth, cotton, fabric, foley, handling, leather, movement, natural, nylon, person, running, rustling, shaking, shirt, shuffling, soft, sound, sweater, textiles, trousers, walk",Recorded and processed at 24bit 48kHz using the Tascam DR-40 Linear PCM Recorder. Processing: Gain-staging and soft high and low frequency filtering. No EQ boost or cuts anywhere else. Also De-noised.
00598.wav,train,Clothing,ClothRubbing,Multi-shot,468279,https://freesound.org/people/Amadeho/sounds/468279/,Amadeho,"ambient, people",Rub clothes
00599.wav,train,Footstep,Walk,Multi-shot,753292,https://freesound.org/people/Vrymaa/sounds/753292/,Vrymaa,"catwalk, feet, female, feminine, floor, foot, footstep, hardwood, heels, high, high-heels, highheels, inside, run, running, sexy, shoes, stair, stairs, step, tile, walk, woman, wood, wooden","Walking, running and climbing stairs in high heels on hardwood floors. The location is a small room with an old pine floor inside a house. The first action is to 闂傚倸鍊烽懗鍫曞磻閵娾晛纾块柛娆忓绉堕梺鍛婇弨鐪愰梻. The second action is to 闂傚倸鍊烽懗鍫曞磻閵娾晛纾块柤鑲╁垝閻犵穳.闂 The last action is to ""climb the stairs, cross the tiled threshold and walk on the wooden floor again."" Thank you Fran闂傚倷鑳堕崢褎鏅舵禒瀣鐒剧紒鏃鏁僥 for your feminine and constant pace. If you want to have your high heels witch searching for her grimoire in the attic, this sound will be just perfect. * No background noise. * Clean sound, close range. Recorded with Iphone 8 or Thomann micro t.bone SC 420. I also recorded High heels on tiles and pavement."
00600.wav,train,Liquid,Shower,Multi-shot,386746,https://freesound.org/people/ken788/sounds/386746/,ken788,"running, shower, water",A shower being turned on and running
00601.wav,train,Footstep,Walk,Multi-shot,208878,https://freesound.org/people/Yuval/sounds/208878/,Yuval,"feet, floor, footstep, hardwood, parquet, slippers, soft, step, surface, walk, wood",walking on a wooden floor wearing soft slippers. Recording Tools MC-900-> TC SK48. <a href="http://www.reuven.nl/?page_id=106" rel="nofollow">http://www.reuven.nl/?page_id=106</a>
00602.wav,train,Liquid,Shower,Multi-shot,390195,https://freesound.org/people/golovlev.sound/sounds/390195/,golovlev.sound,"bathroom, shower, water",Shower on the wall w some natural reverb
00603.wav,train,Footstep,Walk,Multi-shot,677720,https://freesound.org/people/AugustSandberg/sounds/677720/,AugustSandberg,"crack, crunch, feet, foley, foot, footstep, freeze, frost, gravel, ice, snow, step, trail, walk","Walking in crunchy, icy snow along the side of a tarmack road. Recorded in stereo 24 bit 96 kHz with the internal mics on a Sony M10 with windjammer. Please use this sound for whatever you want, completely free, no restrictions. Although I really appreciate a comment if you use my sound for something interesting. Always fun to hear where my recordings end up :)"
00604.wav,train,Break/Drop,PaperTear,One-shot,708608,https://freesound.org/people/neverak/sounds/708608/,neverak,"paper, tear","Paper Ripping (Normal, Slow &amp; Fast) Macro: This audio file encapsulates the sound of paper being torn at various speeds. Meso: It includes a steady, moderate-paced rip, a slow and meticulous tear, and a rapid succession of tears. Micro: The slower tear has a deliberate, fibrous quality, while the faster rips have a more abrupt and sharp sound. Technical: Recorded with a Rode NT1-A microphone and a Focusrite Scarlett 3rd Gen Solo audio interface to capture the intricate sounds of paper tearing. Additional Info: The sound was recorded in a quiet studio to ensure the clarity of the paper fibers tearing, suitable for use in post-production for film, theater, or other audio projects."
00605.wav,train,Footstep,Walk,Multi-shot,560478,https://freesound.org/people/jeroberts92/sounds/560478/,jeroberts92,"concrete, dress-shoe, foot, footstep, run, shuffle, step, walk",Dress shoes making various noises on concrete. Recorded using a Sennheiser MKH-50 and a Gyraf G9 preamp.
00606.wav,train,Click,MouseButtonClick,One-shot,195305,https://freesound.org/people/YOH/sounds/195305/,YOH,"click, computer, double, mouse, press","Simple Mouse Clicks, very close recording. Recorded with Zoom H1"
00607.wav,train,Break/Drop,WoodBreak,One-shot,542646,https://freesound.org/people/Warrick_Lendon/sounds/542646/,Warrick_Lendon,"break, stick, wood",I'm a student studying sound and I and recording sounds this is one of the recordings. This sound is a dry stick broken in half by hand.
00608.wav,train,Footstep,Run,Multi-shot,316919,https://freesound.org/people/Rudmer_Rotteveel/sounds/316919/,Rudmer_Rotteveel,"feet, foley, foot, footstep, gravel, outside, run, running, sand, shoe, shoes, shuffle, step, street, walk","Second Long recording of multiple paces of walking and running (in place). There is another similar recording with less ""sandy"" footsteps. Recorded with a Samson Q7 microphone through a Phonic AM85 analogue mixer. CC0, so no hassle with giving credit."
00609.wav,train,Click,Stapler,One-shot,756245,https://freesound.org/people/Geoff-Bremner-Audio/sounds/756245/,Geoff-Bremner-Audio,"asmr, click, clip, clipper, crunch, hit, office, office-supply, satisfying, staple, stapler, tick, transient","A stapler, recorded on a studio condenser microphone"
00610.wav,train,Footstep,Walk,Multi-shot,753290,https://freesound.org/people/Vrymaa/sounds/753290/,Vrymaa,"catwalk, concrete, feet, female, feminine, floor, foot, footstep, hall, heels, high, high-heels, highheels, inside, loby, marble, outdoors, outside, run, running, sexy, shoes, stairs, step, tile, walk, woman","Walking and running in high heels on tile floors. The location is a small room with tiled floors filled with furniture. Because there is no echo, you can use it for an outdoor walk. The first action is ""walking"". The second action is ""walking slow and passing stairs"".The last action is ""running"". Thank you Fran闂傚倷鑳堕崢褎鏅舵禒瀣鐒剧紒鏃鏁僥 for your feminine and constant pace. * No background noise. * Clean sound, close range. Recorded with Iphone 8 or Thomann micro t.bone SC 420. I also recorded High heels on hardwood and tiles."
00611.wav,train,Footstep,SingleStep,One-shot,504228,https://freesound.org/people/Joao_Janz/sounds/504228/,Joao_Janz,"barefoot, boots, dirt, fast, feet, floor, foley, foot, footstep, forest, gravel, ground, hard, nature, outdoor, park, real, running, shoe, slide, slow, sneakers, soft, sound, stepping, walk",Recorded and processed at 24bit 48kHz using the Tascam DR-40 Linear PCM Recorder. Processing: Gain-staging and soft high and low frequency filtering. No EQ boost or cuts anywhere else. Also De-noised.
00612.wav,train,Material-Interaction,PencilWriting,Multi-shot,809920,https://freesound.org/people/Trtle.T/sounds/809920/,Trtle.T,"draw, pencil, write",Pencil scribbles/draws/writes/strokes in a accelerating motion.
00613.wav,train,Material-Interaction,PenWriting,Multi-shot,552790,https://freesound.org/people/Joao_Janz/sounds/552790/,Joao_Janz,"book, brush, close, cover, drawing, foley, hand, laying, open, pack, paper, pen, sideways, slide, sliding, sound, tap, tapping, thick, thin, turn, upright, writing",The recordings found in this foley pack are all original recordings made by myself and they are intended for free public use to help content creators with their commercial or non-commercial projects. They are not intended for redistribution and misappropriation with monetary gain in mind. Microphones used: - Rode M5 Stereo Pair Processing applied: - Minimal Low-freq. filtering - Denoising where necessary These recordings were made with the best of intentions and with the limited resources so do not expect professional studio recorded foley. Thank you and enjoy!
00614.wav,train,Click,Stapler,One-shot,447160,https://freesound.org/people/florianreichelt/sounds/447160/,florianreichelt,"ambiance, ambience, ambient, atmosphere, background, background-sound, general-noise, office, sound, soundscape, staple, stapler, white-noise","We recorded this sound while our trip through Japan. You can watch the travel video about Tokyo HERE: <a href=""https://youtu.be/QcGmpWx4DXQ"" rel=""nofollow"">https://youtu.be/QcGmpWx4DXQ</a> You can use this sound in your Project regardless if it is commercial or non-commercial but it would be awesome if you could tag my instagram account somewhere in the description: <a href=""https://www.instagram.com/florianreichelt/"" rel=""nofollow"">https://www.instagram.com/florianreichelt/</a> ALL SOUND EFFECTS HAVE BEEN RECORDED WITH THE H4N Pro: <a href=""https://amzn.to/2PACYyR"" rel=""nofollow"">https://amzn.to/2PACYyR</a> Leave a comment and tell me for which project you used it!! :) By the way - have you guys already checked out my latest Travel Video about Japan? If not you should definitely watch it: <a href=""https://youtu.be/QcGmpWx4DXQ"" rel=""nofollow"">https://youtu.be/QcGmpWx4DXQ</a> The city, the people and the overall culture are absolutely outstanding and they inspire you to travel as well. Stock Footage isn't dead! Make 2000$/month via BlackBox! Register now: <a href=""http://bit.ly/StockBlackBox"" rel=""nofollow"">http://bit.ly/StockBlackBox</a>"
00615.wav,train,Material-Interaction,TapePeel,One-shot,590308,https://freesound.org/people/MrFossy/sounds/590308/,MrFossy,"adhesive, fabric, glue, glued, pull, pulling, ripping, satin, sheet, silk, silky, soft, stick, sticker, sticky, stuck, swish, swishing, swishy, tear, tearing","One of a series of foley recordings I made by sticking a piece of contact (sticky plastic of the kind you use to cover books) to a wall and tearing various household objects off it. The idea was to make a fairly comprehensive collection of rips and tears with varying timbral qualities that I could use to design UI sounds effects. Recorded with a Rode NT1 into a Universal Audio Arrow. This sound comes from a sheet of soft, silky fabric."
00616.wav,train,Footstep,Run,Multi-shot,777606,https://freesound.org/people/YannSauvin/sounds/777606/,YannSauvin,"asphalt, footstep, run",Footsteps boots run on asphalt
00617.wav,train,Footstep,SingleStep,One-shot,350895,https://freesound.org/people/thaighaudio/sounds/350895/,thaighaudio,"creak, creaking, footstep, staircase, stairs, step, walk, wood",Walking up two flights of stairs in the stairwell of my circa 1920s apartment building. Take 1 of 2. Recorded using an Audio Technica AT-4022 microphone (with Rycote windshield) into a Tascam DR-40 recorder.
00618.wav,train,Material-Interaction,Magazine,One-shot,552524,https://freesound.org/people/Joao_Janz/sounds/552524/,Joao_Janz,"book, brush, close, cover, drawing, foley, hand, laying, open, pack, paper, pen, sideways, slide, sliding, sound, tap, tapping, thick, thin, turn, upright, writing",The recordings found in this foley pack are all original recordings made by myself and they are intended for free public use to help content creators with their commercial or non-commercial projects. They are not intended for redistribution and misappropriation with monetary gain in mind. Microphones used: - Rode M5 Stereo Pair Processing applied: - Minimal Low-freq. filtering - Denoising where necessary These recordings were made with the best of intentions and with the limited resources so do not expect professional studio recorded foley. Thank you and enjoy!
00619.wav,train,Break/Drop,WoodBreak,One-shot,708410,https://freesound.org/people/an_na_ba_na_na/sounds/486374/,an_na_ba_na_na,"break, pencil, snap",Breaking a pencil with a sharp snap
00620.wav,train,Footstep,Walk,Multi-shot,272257,https://freesound.org/people/sturmankin/sounds/272257/,sturmankin,"concrete, footstep, shoes, step, walk","Walking on concrete: summer shoes. Recorded with a ZOOM H2 in a basement of a house, normalized with Audacity."
00621.wav,train,Material-Interaction,VelcroRip,One-shot,166783,https://freesound.org/people/ondrosik/sounds/166783/,ondrosik,"noise, shoes, velcro-fastener",Sound of velcroFastener. I tryed record various noises with it. Recorded with Zoom H1 internal mic.
00622.wav,train,Human,Sniffle,Multi-shot,464131,https://freesound.org/people/JH0WELL2000/sounds/464131/,JH0WELL2000,"blow, blowing, cold, flu, ill, nose, sick, sniffle, tissue",uhhh
00623.wav,train,Footstep,Walk,Multi-shot,750792,https://freesound.org/people/Samx89/sounds/750792/,Samx89,"footstep, highheel, walk",This sound created by me and anyone can use this audio ENJOY!
00624.wav,train,Material-Interaction,VelcroRip,One-shot,125063,https://freesound.org/people/EverydaySounds/sounds/125063/,EverydaySounds,"fast, pull, quick, slow, strip, velcro",Velcro pulling apart at various speeds.
00625.wav,train,Click,Knock,One-shot,549338,https://freesound.org/people/Dr.ake/sounds/549338/,Dr.ake,"knock, table, wooden",Sample of knocks on Wooden table made to create Morse Code type sounds.
00626.wav,train,Break/Drop,IceBreak,Multi-shot,380268,https://freesound.org/people/Glitchedtones/sounds/380268/,Glitchedtones,"freezer, household, ice, kitchen, knife, scrape, stab",Stabbing at freezer ice with a knife
00627.wav,train,Footstep,Walk,Multi-shot,455056,https://freesound.org/people/audioninja001/sounds/455056/,audioninja001,"asphalt, concrete, footstep",Recorded with zoom h5 and sennheizer mk600
00628.wav,train,Footstep,Walk,Multi-shot,546827,https://freesound.org/people/Kinoton/sounds/546827/,Kinoton,"concrete, foley, footstep, walk","Foley Footsteps Male, Leather Sole On Gritty Concrete, Walk, Slow, Fast; Recorder: MixPre-6; Microphone: ME64, cardioid"
00629.wav,train,Human,EatDrink,Multi-shot,639116,https://freesound.org/people/epicboi/sounds/639116/,epicboi,"chips, eating, food, pringles",Me eating a pringle.
00630.wav,train,Footstep,Walk,Multi-shot,463667,https://freesound.org/people/alec_mackay/sounds/463667/,alec_mackay,"footstep, solid, wood",footsteps wood solid
00631.wav,train,Footstep,SingleStep,One-shot,505156,https://freesound.org/people/mitchanary/sounds/505156/,mitchanary,"footstep, step, walk",footstep walk step
00632.wav,train,Human,Sneeze,Multi-shot,616102,https://freesound.org/people/miguelpascucci/sounds/616102/,miguelpascucci,"human, male, man, mouth, sneeze, sneezing, unprocessed",Recorded with Sennheiser MKH60 and Zoom H4n
00633.wav,train,Clothing,ClothRubbing,Multi-shot,474724,https://freesound.org/people/ablekirby/sounds/474724/,ablekirby,"backpack, cloth, duffel, luggage, rub, scrape",close mic rough handling of luggage
